timestamp,open,high,low,close,volume,datetime
1788849900000,78426.37,78494.65,78326.23,78350.16,159.78033,2026-09-08 06:45:00+00:00
1788850200000,78350.15,78414.0,78277.53,78281.18,159.65855,2026-09-08 06:50:00+00:00
1788850500000,78281.18,78372.0,78261.61,78323.59,203.47734,2026-09-08 06:55:00+00:00
1788850800000,78323.59,78380.41,78287.55,78318.54,280.91244,2026-09-08 07:00:00+00:00
1788851100000,78318.55,78434.0,78309.5,78408.0,198.5062,2026-09-08 07:05:00+00:00
1788851400000,78408.0,78447.99,78408.0,78410.0,222.16093,2026-09-08 07:10:00+00:00
1788851700000,78410.01,78459.83,78374.41,78448.72,213.46204,2026-09-08 07:15:00+00:00
1788852000000,78448.72,78492.01,78424.87,78468.0,272.7119,2026-09-08 07:20:00+00:00
1788852300000,78467.99,78516.61,78465.47,78468.08,342.25171,2026-09-08 07:25:00+00:00
1788852600000,78468.09,78500.0,78442.48,78499.99,256.93213,2026-09-08 07:30:00+00:00
1788852900000,78500.0,78547.0,78498.42,78532.32,306.87152,2026-09-08 07:35:00+00:00
1788853200000,78532.32,78609.99,78434.3,78434.31,287.28384,2026-09-08 07:40:00+00:00
1788853500000,78434.3,78434.31,78278.17,78283.37,438.52677,2026-09-08 07:45:00+00:00
1788853800000,78283.36,78366.01,78179.98,78330.42,373.6484,2026-09-08 07:50:00+00:00
1788854100000,78330.42,78482.0,78330.42,78482.0,240.48937,2026-09-08 07:55:00+00:00
1788854400000,78482.0,78482.0,78286.01,78353.13,144.04945,2026-09-08 08:00:00+00:00
1788854700000,78353.12,78438.0,78337.08,78347.43,49.25523,2026-09-08 08:05:00+00:00
1788855000000,78347.44,78389.39,78316.0,78389.16,43.99833,2026-09-08 08:10:00+00:00
1788855300000,78389.17,78416.0,78307.52,78344.0,121.7839,2026-09-08 08:15:00+00:00
1788855600000,78344.0,78412.0,78281.3,78411.99,78.63806,2026-09-08 08:20:00+00:00
1788855900000,78412.0,78508.32,78363.6,78476.89,54.72544,2026-09-08 08:25:00+00:00
1788856200000,78476.89,78542.56,78450.02,78499.99,151.3553,2026-09-08 08:30:00+00:00
1788856500000,78500.0,78561.18,78500.0,78549.98,59.1878,2026-09-08 08:35:00+00:00
1788856800000,78549.97,78550.01,78510.0,78530.71,57.06734,2026-09-08 08:40:00+00:00
1788857100000,78530.71,78581.8,78500.0,78503.99,28.52101,2026-09-08 08:45:00+00:00
1788857400000,78504.0,78516.0,78368.0,78405.99,38.83088,2026-09-08 08:50:00+00:00
1788857700000,78406.0,78454.88,78384.0,78418.0,27.99036,2026-09-08 08:55:00+00:00
1788858000000,78418.0,78447.99,78374.64,78435.99,15.68537,2026-09-08 09:00:00+00:00
1788858300000,78435.99,78458.87,78317.03,78395.29,88.65972,2026-09-08 09:05:00+00:00
1788858600000,78395.29,78496.0,78354.16,78490.01,73.34622,2026-09-08 09:10:00+00:00
1788858900000,78490.01,78506.0,78407.4,78420.17,91.62778,2026-09-08 09:15:00+00:00
1788859200000,78420.17,78450.2,78340.5,78430.38,97.85683,2026-09-08 09:20:00+00:00
1788859500000,78430.38,78485.38,78427.18,78476.65,22.17803,2026-09-08 09:25:00+00:00
1788859800000,78476.65,78605.31,78435.18,78590.14,54.15493,2026-09-08 09:30:00+00:00
1788860100000,78590.14,78695.67,78578.0,78694.0,52.72683,2026-09-08 09:35:00+00:00
1788860400000,78693.99,78780.0,78686.0,78761.99,42.68453,2026-09-08 09:40:00+00:00
1788860700000,78762.0,78778.0,78734.25,78767.77,42.43765,2026-09-08 09:45:00+00:00
1788861000000,78767.78,78800.0,78744.52,78759.49,31.62318,2026-09-08 09:50:00+00:00
1788861300000,78759.48,78774.0,78730.0,78761.99,28.54041,2026-09-08 09:55:00+00:00
1788861600000,78762.0,78762.0,78670.0,78725.01,36.43698,2026-09-08 10:00:00+00:00
1788861900000,78725.02,78752.0,78700.0,78706.04,27.96201,2026-09-08 10:05:00+00:00
1788862200000,78706.04,78745.12,78700.0,78741.98,19.14458,2026-09-08 10:10:00+00:00
1788862500000,78741.98,78814.0,78736.0,78813.99,23.58527,2026-09-08 10:15:00+00:00
1788862800000,78814.0,78994.5,78813.99,78878.01,86.22246,2026-09-08 10:20:00+00:00
1788863100000,78878.0,78913.99,78832.43,78847.93,29.4513,2026-09-08 10:25:00+00:00
1788863400000,78847.93,78871.24,78733.46,78736.53,41.28773,2026-09-08 10:30:00+00:00
1788863700000,78736.53,78736.53,78672.57,78722.0,31.87893,2026-09-08 10:35:00+00:00
1788864000000,78722.0,78722.01,78656.77,78670.1,41.10002,2026-09-08 10:40:00+00:00
1788864300000,78670.1,78680.0,78656.48,78662.32,29.6952,2026-09-08 10:45:00+00:00
1788864600000,78662.32,78692.0,78624.65,78635.64,36.81997,2026-09-08 10:50:00+00:00
1788864900000,78635.64,78635.64,78568.0,78568.0,32.04518,2026-09-08 10:55:00+00:00
1788865200000,78568.01,78576.0,78483.52,78483.53,74.08093,2026-09-08 11:00:00+00:00
1788865500000,78483.53,78484.97,78360.87,78396.74,113.44818,2026-09-08 11:05:00+00:00
1788865800000,78396.74,78396.74,78271.63,78313.89,92.78406,2026-09-08 11:10:00+00:00
1788866100000,78313.89,78394.0,78297.47,78393.68,77.80709,2026-09-08 11:15:00+00:00
1788866400000,78393.68,78480.0,78384.0,78480.0,51.79651,2026-09-08 11:20:00+00:00
1788866700000,78480.0,78480.0,78421.32,78443.02,18.32141,2026-09-08 11:25:00+00:00
1788867000000,78443.02,78484.8,78396.82,78482.18,33.82185,2026-09-08 11:30:00+00:00
1788867300000,78482.19,78492.0,78422.19,78432.0,48.02922,2026-09-08 11:35:00+00:00
1788867600000,78432.01,78476.71,78422.9,78440.26,43.0785,2026-09-08 11:40:00+00:00
1788867900000,78440.27,78450.34,78388.38,78432.01,45.1785,2026-09-08 11:45:00+00:00
1788868200000,78432.0,78452.0,78370.0,78380.83,40.76201,2026-09-08 11:50:00+00:00
1788868500000,78380.84,78463.64,78380.83,78430.01,43.258,2026-09-08 11:55:00+00:00
1788868800000,78430.0,78430.01,78215.36,78232.0,142.42949,2026-09-08 12:00:00+00:00
1788869100000,78232.0,78347.33,78232.0,78347.33,61.91892,2026-09-08 12:05:00+00:00
1788869400000,78347.33,78367.1,78222.0,78222.01,54.53643,2026-09-08 12:10:00+00:00
1788869700000,78222.01,78274.08,78222.0,78270.32,34.22517,2026-09-08 12:15:00+00:00
1788870000000,78270.33,78329.03,78262.0,78324.0,34.18558,2026-09-08 12:20:00+00:00
1788870300000,78324.0,78401.94,78284.0,78377.84,49.32171,2026-09-08 12:25:00+00:00
1788870600000,78377.85,78450.0,78316.16,78403.92,63.09013,2026-09-08 12:30:00+00:00
1788870900000,78403.91,78422.0,78374.81,78387.11,35.00714,2026-09-08 12:35:00+00:00
1788871200000,78387.11,78387.12,78287.43,78333.99,72.06314,2026-09-08 12:40:00+00:00
1788871500000,78334.0,78399.88,78280.35,78399.88,76.3474,2026-09-08 12:45:00+00:00
1788871800000,78399.88,78469.14,78314.89,78469.14,115.23864,2026-09-08 12:50:00+00:00
1788872100000,78469.14,78483.42,78390.0,78449.99,101.25704,2026-09-08 12:55:00+00:00
1788872400000,78450.0,78506.3,78392.36,78492.0,56.50783,2026-09-08 13:00:00+00:00
1788872700000,78492.0,78545.46,78446.91,78460.0,111.15742,2026-09-08 13:05:00+00:00
1788873000000,78460.0,78521.99,78423.62,78472.97,56.44083,2026-09-08 13:10:00+00:00
1788873300000,78472.98,78484.0,78400.0,78400.0,43.24142,2026-09-08 13:15:00+00:00
1788873600000,78400.01,78417.93,78318.0,78344.01,45.7317,2026-09-08 13:20:00+00:00
1788873900000,78344.0,78401.04,78309.23,78335.09,83.87686,2026-09-08 13:25:00+00:00
1788874200000,78335.09,78372.0,78063.46,78118.55,300.95289,2026-09-08 13:30:00+00:00
1788874500000,78118.55,78183.73,77844.92,77878.15,385.68711,2026-09-08 13:35:00+00:00
1788874800000,77878.16,77895.9,77675.75,77844.27,539.67072,2026-09-08 13:40:00+00:00
1788875100000,77844.27,77942.08,77756.79,77883.99,152.60114,2026-09-08 13:45:00+00:00
1788875400000,77884.0,77884.0,77620.01,77827.6,270.69093,2026-09-08 13:50:00+00:00
1788875700000,77827.6,78087.99,77818.01,77961.66,227.55363,2026-09-08 13:55:00+00:00
1788876000000,77961.66,78034.89,77854.0,78023.99,168.84261,2026-09-08 14:00:00+00:00
1788876300000,78024.0,78109.2,77974.26,78085.9,74.68071,2026-09-08 14:05:00+00:00
1788876600000,78084.0,78190.0,78048.0,78151.64,72.1239,2026-09-08 14:10:00+00:00
1788876900000,78151.63,78311.61,78151.63,78305.17,92.91841,2026-09-08 14:15:00+00:00
1788877200000,78305.18,78375.73,78286.01,78335.34,49.1371,2026-09-08 14:20:00+00:00
1788877500000,78335.33,78365.93,78254.0,78337.46,48.00329,2026-09-08 14:25:00+00:00
1788877800000,78337.46,78412.03,78248.0,78382.0,61.3813,2026-09-08 14:30:00+00:00
1788878100000,78381.99,78400.43,78298.0,78346.01,37.74314,2026-09-08 14:35:00+00:00
1788878400000,78346.01,78432.0,78282.0,78407.73,71.14501,2026-09-08 14:40:00+00:00
1788878700000,78407.73,78630.81,78385.26,78555.99,107.23221,2026-09-08 14:45:00+00:00
1788879000000,78556.0,78595.15,78458.0,78521.38,51.20066,2026-09-08 14:50:00+00:00
1788879300000,78521.38,78588.57,78490.0,78567.52,51.29759,2026-09-08 14:55:00+00:00
1788879600000,78567.52,78662.99,78526.51,78545.99,51.22266,2026-09-08 15:00:00+00:00
1788879900000,78546.0,78589.23,78477.32,78589.23,39.31967,2026-09-08 15:05:00+00:00
1788880200000,78589.23,78664.0,78555.85,78644.96,36.11609,2026-09-08 15:10:00+00:00
